Player,Pos,Tm,G,FG,FGA,PTS,Win_Shares,season
Precious Achiuwa,PF,2TM,74,3.2,6.3,7.6,,2023-24
Precious Achiuwa,PF,2TM,74,3.2,6.3,7.6,,2023-24
Precious Achiuwa,C,TOR,25,3.1,6.8,7.7,,2023-24
Precious Achiuwa,C,TOR,25,3.1,6.8,7.7,,2023-24
Precious Achiuwa,C,TOR,25,3.1,6.8,7.7,,2023-24
Precious Achiuwa,PF,NYK,49,3.2,6.1,7.6,,2023-24
Precious Achiuwa,PF,NYK,49,3.2,6.1,7.6,,2023-24
Precious Achiuwa,PF,NYK,49,3.2,6.1,7.6,,2023-24
Toumani Camara,PF,POR,70,2.8,6.3,7.5,,2023-24
Cody Martin,SF,CHO,28,2.9,7.7,7.5,,2023-24
Brice Sensabaugh,SF,UTA,32,2.7,6.8,7.5,,2023-24
Cameron Payne,PG,2TM,78,2.7,6.2,7.4,,2023-24
Cameron Payne,PG,2TM,78,2.7,6.2,7.4,,2023-24
Cameron Payne,PG,2TM,78,2.7,6.2,7.4,,2023-24
Cameron Payne,PG,MIL,47,2.1,4.7,6.2,,2023-24
Cameron Payne,PG,MIL,47,2.1,4.7,6.2,,2023-24
Cameron Payne,PG,MIL,47,2.1,4.7,6.2,,2023-24
Cameron Payne,PG,PHI,31,3.5,8.4,9.3,,2023-24
Cameron Payne,PG,PHI,31,3.5,8.4,9.3,,2023-24
Cameron Payne,PG,PHI,31,3.5,8.4,9.3,,2023-24
Christian Braun,SG,DEN,82,2.7,5.9,7.3,,2023-24
Jaden Hardy,SG,DAL,73,2.7,6.6,7.3,,2023-24
Taylor Hendricks,PF,UTA,40,2.7,6,7.3,,2023-24
Paul Reed,C,PHI,82,3.2,5.9,7.3,,2023-24
Lamar Stevens,PF,2TM,38,2.8,6.3,7.2,,2023-24
Lamar Stevens,PF,2TM,38,2.8,6.3,7.2,,2023-24
Lamar Stevens,PF,2TM,38,2.8,6.3,7.2,,2023-24
Lamar Stevens,PF,BOS,19,1.1,2.4,2.8,,2023-24
Lamar Stevens,PF,BOS,19,1.1,2.4,2.8,,2023-24
Lamar Stevens,PF,BOS,19,1.1,2.4,2.8,,2023-24
Lamar Stevens,PF,MEM,19,4.6,10.3,11.5,,2023-24
Lamar Stevens,PF,MEM,19,4.6,10.3,11.5,,2023-24
Lamar Stevens,PF,MEM,19,4.6,10.3,11.5,,2023-24
Johnny Juzang,SG,UTA,20,2.6,5.5,7.2,,2023-24
Kevin Knox,SF,DET,31,2.8,6,7.2,,2023-24
Trey Lyles,PF,SAC,58,2.5,5.5,7.2,,2023-24
Jose Alvarado,PG,NOP,56,2.5,6.2,7.1,,2023-24
Naji Marshall,SF,NOP,66,2.6,5.6,7.1,,2023-24
Landry Shamet,SG,WAS,46,2.6,6,7.1,,2023-24
James Wiseman,C,DET,63,3,4.8,7.1,,2023-24
Vasilije Micić,PG,2TM,60,2.7,6.2,7,,2023-24
Vasilije Micić,PG,2TM,60,2.7,6.2,7,,2023-24
Vasilije Micić,PG,2TM,60,2.7,6.2,7,,2023-24
Vasilije Micić,PG,OKC,30,1.2,3,3.3,,2023-24
Vasilije Micić,PG,OKC,30,1.2,3,3.3,,2023-24
Vasilije Micić,PG,OKC,30,1.2,3,3.3,,2023-24
Vasilije Micić,PG,CHO,30,4.1,9.3,10.8,,2023-24
Vasilije Micić,PG,CHO,30,4.1,9.3,10.8,,2023-24
Vasilije Micić,PG,CHO,30,4.1,9.3,10.8,,2023-24
Jordan Nwora,SF,2TM,52,2.7,5.8,7,,2023-24
Jordan Nwora,SF,2TM,52,2.7,5.8,7,,2023-24
Jordan Nwora,SF,2TM,52,2.7,5.8,7,,2023-24
Jordan Nwora,SF,IND,18,2.1,4.6,5.2,,2023-24
Jordan Nwora,SF,IND,18,2.1,4.6,5.2,,2023-24
Jordan Nwora,SF,IND,18,2.1,4.6,5.2,,2023-24
Jordan Nwora,SF,TOR,34,3,6.4,7.9,,2023-24
Jordan Nwora,SF,TOR,34,3,6.4,7.9,,2023-24
Jordan Nwora,SF,TOR,34,3,6.4,7.9,,2023-24
Quentin Grimes,SG,2TM,51,2.4,6.4,7,,2023-24
Quentin Grimes,SG,2TM,51,2.4,6.4,7,,2023-24
Quentin Grimes,SG,2TM,51,2.4,6.4,7,,2023-24
Quentin Grimes,SG,NYK,45,2.5,6.4,7.3,,2023-24
Quentin Grimes,SG,NYK,45,2.5,6.4,7.3,,2023-24
Quentin Grimes,SG,NYK,45,2.5,6.4,7.3,,2023-24
Quentin Grimes,SG,DET,6,1.5,7,5.3,,2023-24
Quentin Grimes,SG,DET,6,1.5,7,5.3,,2023-24
Quentin Grimes,SG,DET,6,1.5,7,5.3,,2023-24
Javon Freeman-Liberty,PG,TOR,22,2.5,5.6,7,,2023-24
Evan Fournier,SG,2TM,32,2.5,6.9,6.9,,2023-24
Evan Fournier,SG,2TM,32,2.5,6.9,6.9,,2023-24
Evan Fournier,SG,2TM,32,2.5,6.9,6.9,,2023-24
Evan Fournier,SG,NYK,3,1.3,6.7,4,,2023-24
Evan Fournier,SG,NYK,3,1.3,6.7,4,,2023-24
Evan Fournier,SG,NYK,3,1.3,6.7,4,,2023-24
Evan Fournier,SG,DET,29,2.6,6.9,7.2,,2023-24
Evan Fournier,SG,DET,29,2.6,6.9,7.2,,2023-24
Evan Fournier,SG,DET,29,2.6,6.9,7.2,,2023-24
Gary Harris,SG,ORL,54,2.4,5.5,6.9,,2023-24
Killian Hayes,PG,DET,42,2.8,6.7,6.9,,2023-24
Bones Hyland,PG,LAC,37,2.6,6.8,6.9,,2023-24
Mãozinha Pereira,SF,MEM,7,2.6,5,6.9,,2023-24
Trendon Watford,PF,BRK,63,2.6,4.9,6.9,,2023-24
Aaron Wiggins,SG,OKC,78,2.7,4.8,6.9,,2023-24
Christian Wood,PF,LAL,50,2.5,5.3,6.9,,2023-24
Trey Jemison,C,2TM,25,3,5.4,6.8,,2023-24
Trey Jemison,C,2TM,25,3,5.4,6.8,,2023-24
Trey Jemison,C,2TM,25,3,5.4,6.8,,2023-24
Trey Jemison,C,WAS,2,0,0,0,,2023-24
Trey Jemison,C,WAS,2,0,0,0,,2023-24
Trey Jemison,C,WAS,2,0,0,0,,2023-24
Trey Jemison,C,MEM,23,3.3,5.9,7.4,,2023-24
Trey Jemison,C,MEM,23,3.3,5.9,7.4,,2023-24
Trey Jemison,C,MEM,23,3.3,5.9,7.4,,2023-24
Julian Champagnie,SF,SAS,74,2.2,5.4,6.8,,2023-24
Jonathan Isaac,PF,ORL,58,2.5,4.9,6.8,,2023-24
Cedi Osman,SF,SAS,72,2.6,5.3,6.8,,2023-24
Day'Ron Sharpe,C,BRK,61,2.8,4.8,6.8,,2023-24
Cason Wallace,SG,OKC,82,2.6,5.4,6.8,,2023-24
Robert Williams,C,POR,6,2.8,4.3,6.8,,2023-24
Dāvis Bertāns,PF,2TM,43,2.1,5.4,6.7,,2023-24
Dāvis Bertāns,PF,2TM,43,2.1,5.4,6.7,,2023-24
Dāvis Bertāns,PF,2TM,43,2.1,5.4,6.7,,2023-24
Dāvis Bertāns,PF,OKC,15,0.7,1.7,2.9,,2023-24
Dāvis Bertāns,PF,OKC,15,0.7,1.7,2.9,,2023-24
Dāvis Bertāns,PF,OKC,15,0.7,1.7,2.9,,2023-24
Dāvis Bertāns,PF,CHO,28,2.9,7.4,8.8,,2023-24
Dāvis Bertāns,PF,CHO,28,2.9,7.4,8.8,,2023-24
Dāvis Bertāns,PF,CHO,28,2.9,7.4,8.8,,2023-24
Jahmi'us Ramsey,SG,TOR,7,2.6,5.9,6.7,,2023-24
Peyton Watson,SF,DEN,80,2.6,5.6,6.7,,2023-24
Amir Coffey,SF,LAC,70,2.4,5,6.6,,2023-24
Aaron Holiday,PG,HOU,78,2.4,5.3,6.6,,2023-24
Dennis Smith Jr.,PG,BRK,56,2.6,6,6.6,,2023-24
Chimezie Metu,C,2TM,51,2.4,4.8,6.5,,2023-24
Chimezie Metu,C,2TM,51,2.4,4.8,6.5,,2023-24
Chimezie Metu,C,2TM,51,2.4,4.8,6.5,,2023-24
Chimezie Metu,C,PHO,37,1.8,3.5,5,,2023-24
Chimezie Metu,C,PHO,37,1.8,3.5,5,,2023-24
Chimezie Metu,C,PHO,37,1.8,3.5,5,,2023-24
Chimezie Metu,C,DET,14,4.1,8.1,10.5,,2023-24
Chimezie Metu,C,DET,14,4.1,8.1,10.5,,2023-24
Chimezie Metu,C,DET,14,4.1,8.1,10.5,,2023-24
Jordan Goodwin,PG,2TM,57,2.5,6.7,6.5,,2023-24
Jordan Goodwin,PG,2TM,57,2.5,6.7,6.5,,2023-24
Jordan Goodwin,PG,2TM,57,2.5,6.7,6.5,,2023-24
Jordan Goodwin,PG,PHO,40,1.9,4.8,5,,2023-24
Jordan Goodwin,PG,PHO,40,1.9,4.8,5,,2023-24
Jordan Goodwin,PG,PHO,40,1.9,4.8,5,,2023-24
Jordan Goodwin,PG,MEM,17,3.9,11.1,10,,2023-24
Jordan Goodwin,PG,MEM,17,3.9,11.1,10,,2023-24
Jordan Goodwin,PG,MEM,17,3.9,11.1,10,,2023-24
David Roddy,PF,2TM,65,2.5,6.3,6.5,,2023-24
David Roddy,PF,2TM,65,2.5,6.3,6.5,,2023-24
David Roddy,PF,2TM,65,2.5,6.3,6.5,,2023-24
David Roddy,PF,MEM,48,3.2,8,8.4,,2023-24
David Roddy,PF,MEM,48,3.2,8,8.4,,2023-24
David Roddy,PF,MEM,48,3.2,8,8.4,,2023-24
David Roddy,PF,PHO,17,0.6,1.4,1.3,,2023-24
David Roddy,PF,PHO,17,0.6,1.4,1.3,,2023-24
David Roddy,PF,PHO,17,0.6,1.4,1.3,,2023-24
David Duke Jr.,SG,SAS,4,2.5,4.5,6.5,,2023-24
Jeff Green,PF,HOU,78,2.1,4.7,6.5,,2023-24
Isaiah Jackson,C,IND,59,2.6,3.9,6.5,,2023-24
Marcus Morris,PF,2TM,49,2.4,5.4,6.4,,2023-24
Marcus Morris,PF,2TM,49,2.4,5.4,6.4,,2023-24
Marcus Morris,PF,2TM,49,2.4,5.4,6.4,,2023-24
Marcus Morris,PF,PHI,37,2.4,5.5,6.7,,2023-24
Marcus Morris,PF,PHI,37,2.4,5.5,6.7,,2023-24
Marcus Morris,PF,PHI,37,2.4,5.5,6.7,,2023-24
Marcus Morris,PF,CLE,12,2.2,4.9,5.8,,2023-24
Marcus Morris,PF,CLE,12,2.2,4.9,5.8,,2023-24
Marcus Morris,PF,CLE,12,2.2,4.9,5.8,,2023-24
Kyle Anderson,PF,MIN,79,2.5,5.5,6.4,,2023-24
Chris Boucher,PF,TOR,50,2.2,4.3,6.4,,2023-24
Jared Butler,SG,WAS,40,2.5,5,6.3,,2023-24
Bruno Fernando,C,ATL,45,2.4,4.2,6.3,,2023-24
Daniel Theis,C,2TM,60,2.6,4.9,6.3,,2023-24
Daniel Theis,C,2TM,60,2.6,4.9,6.3,,2023-24
Daniel Theis,C,2TM,60,2.6,4.9,6.3,,2023-24
Daniel Theis,C,IND,1,1,4,2,,2023-24
Daniel Theis,C,IND,1,1,4,2,,2023-24
Daniel Theis,C,IND,1,1,4,2,,2023-24
Daniel Theis,C,LAC,59,2.6,4.9,6.3,,2023-24
Daniel Theis,C,LAC,59,2.6,4.9,6.3,,2023-24
Daniel Theis,C,LAC,59,2.6,4.9,6.3,,2023-24
Jaylen Nowell,SG,2TM,13,2.6,6,6.2,,2023-24
Jaylen Nowell,SG,2TM,13,2.6,6,6.2,,2023-24
Jaylen Nowell,SG,2TM,13,2.6,6,6.2,,2023-24
Jaylen Nowell,SG,MEM,9,2.4,6.1,5.7,,2023-24
Jaylen Nowell,SG,MEM,9,2.4,6.1,5.7,,2023-24
Jaylen Nowell,SG,MEM,9,2.4,6.1,5.7,,2023-24
Jaylen Nowell,SG,DET,4,3,5.8,7.5,,2023-24
Jaylen Nowell,SG,DET,4,3,5.8,7.5,,2023-24
Jaylen Nowell,SG,DET,4,3,5.8,7.5,,2023-24
Patrick Beverley,PG,2TM,73,2.2,5.2,6.2,,2023-24
Patrick Beverley,PG,2TM,73,2.2,5.2,6.2,,2023-24
Patrick Beverley,PG,2TM,73,2.2,5.2,6.2,,2023-24
Patrick Beverley,PG,PHI,47,2.2,5.1,6.3,,2023-24
Patrick Beverley,PG,PHI,47,2.2,5.1,6.3,,2023-24
Patrick Beverley,PG,PHI,47,2.2,5.1,6.3,,2023-24
Patrick Beverley,PG,MIL,26,2.1,5.3,6,,2023-24
Patrick Beverley,PG,MIL,26,2.1,5.3,6,,2023-24
Patrick Beverley,PG,MIL,26,2.1,5.3,6,,2023-24
Jae Crowder,PF,MIL,50,2.3,5.4,6.2,,2023-24
Keon Johnson,SG,BRK,5,1.6,4.2,6.2,,2023-24
Haywood Highsmith,PF,MIA,66,2.3,5,6.1,,2023-24
Vit Krejci,PG,ATL,22,2.3,4.7,6.1,,2023-24
Kris Murray,SF,POR,62,2.3,5.9,6.1,,2023-24
Ben Simmons,PG,BRK,15,2.9,4.9,6.1,,2023-24
Zavier Simpson,PG,MEM,7,2.4,7.7,6,,2023-24
Tosan Evbuomwan,SF,2TM,17,2.1,4.2,5.9,,2023-24
Tosan Evbuomwan,SF,2TM,17,2.1,4.2,5.9,,2023-24
Tosan Evbuomwan,SF,2TM,17,2.1,4.2,5.9,,2023-24
Tosan Evbuomwan,SF,MEM,4,1,3.8,2.5,,2023-24
Tosan Evbuomwan,SF,MEM,4,1,3.8,2.5,,2023-24
Tosan Evbuomwan,SF,MEM,4,1,3.8,2.5,,2023-24
Tosan Evbuomwan,SF,DET,13,2.5,4.3,7,,2023-24
Tosan Evbuomwan,SF,DET,13,2.5,4.3,7,,2023-24
Tosan Evbuomwan,SF,DET,13,2.5,4.3,7,,2023-24
Justin Champagnie,SF,WAS,15,2.1,5.2,5.9,,2023-24
Nick Smith Jr.,SG,CHO,51,2.2,5.7,5.9,,2023-24
Ochai Agbaji,SG,2TM,78,2.3,5.6,5.8,,2023-24
Ochai Agbaji,SG,2TM,78,2.3,5.6,5.8,,2023-24
Ochai Agbaji,SG,2TM,78,2.3,5.6,5.8,,2023-24
Ochai Agbaji,SG,UTA,51,2.1,4.9,5.4,,2023-24
Ochai Agbaji,SG,UTA,51,2.1,4.9,5.4,,2023-24
Ochai Agbaji,SG,UTA,51,2.1,4.9,5.4,,2023-24
Ochai Agbaji,SG,TOR,27,2.7,6.8,6.7,,2023-24
Ochai Agbaji,SG,TOR,27,2.7,6.8,6.7,,2023-24
Ochai Agbaji,SG,TOR,27,2.7,6.8,6.7,,2023-24
Noah Clowney,PF,BRK,23,2.2,4,5.8,,2023-24
Dyson Daniels,PG,NOP,61,2.3,5.1,5.8,,2023-24
Danilo Gallinari,SF,3TM,49,1.7,3.9,5.7,,2023-24
Danilo Gallinari,SF,3TM,49,1.7,3.9,5.7,,2023-24
Danilo Gallinari,SF,3TM,49,1.7,3.9,5.7,,2023-24
Danilo Gallinari,SF,3TM,49,1.7,3.9,5.7,,2023-24
Danilo Gallinari,PF,WAS,26,2.2,5,7,,2023-24
Danilo Gallinari,PF,WAS,26,2.2,5,7,,2023-24
Danilo Gallinari,PF,WAS,26,2.2,5,7,,2023-24
Danilo Gallinari,PF,WAS,26,2.2,5,7,,2023-24
Danilo Gallinari,SF,DET,6,2,3.7,8.7,,2023-24
Danilo Gallinari,SF,DET,6,2,3.7,8.7,,2023-24
Danilo Gallinari,SF,DET,6,2,3.7,8.7,,2023-24
Danilo Gallinari,SF,DET,6,2,3.7,8.7,,2023-24
Danilo Gallinari,SF,MIL,17,0.8,2.2,2.8,,2023-24
Danilo Gallinari,SF,MIL,17,0.8,2.2,2.8,,2023-24
Danilo Gallinari,SF,MIL,17,0.8,2.2,2.8,,2023-24
Danilo Gallinari,SF,MIL,17,0.8,2.2,2.8,,2023-24
Thomas Bryant,C,MIA,38,2.3,3.9,5.7,,2023-24
Torrey Craig,SF,CHI,53,2,4.7,5.7,,2023-24
Larry Nance Jr.,C,NOP,61,2.3,4,5.7,,2023-24
Pat Connaughton,SF,MIL,76,2,4.6,5.6,,2023-24
Craig Porter Jr.,PG,CLE,51,2.3,4.5,5.6,,2023-24
Mitchell Robinson,C,NYK,31,2.4,4.1,5.6,,2023-24
Malachi Flynn,PG,3TM,69,2,4.7,5.5,,2023-24
Malachi Flynn,PG,3TM,69,2,4.7,5.5,,2023-24
Malachi Flynn,PG,3TM,69,2,4.7,5.5,,2023-24
Malachi Flynn,PG,3TM,69,2,4.7,5.5,,2023-24
Malachi Flynn,PG,TOR,31,1.8,4.4,5.1,,2023-24
Malachi Flynn,PG,TOR,31,1.8,4.4,5.1,,2023-24
Malachi Flynn,PG,TOR,31,1.8,4.4,5.1,,2023-24
Malachi Flynn,PG,TOR,31,1.8,4.4,5.1,,2023-24
Malachi Flynn,PG,NYK,14,0.6,1.6,2.2,,2023-24
Malachi Flynn,PG,NYK,14,0.6,1.6,2.2,,2023-24
Malachi Flynn,PG,NYK,14,0.6,1.6,2.2,,2023-24
Malachi Flynn,PG,NYK,14,0.6,1.6,2.2,,2023-24
Malachi Flynn,PG,DET,24,3,6.9,8,,2023-24
Malachi Flynn,PG,DET,24,3,6.9,8,,2023-24
Malachi Flynn,PG,DET,24,3,6.9,8,,2023-24
Malachi Flynn,PG,DET,24,3,6.9,8,,2023-24
Doug McDermott,SF,2TM,64,1.9,4.4,5.5,,2023-24
Doug McDermott,SF,2TM,64,1.9,4.4,5.5,,2023-24
Doug McDermott,SF,2TM,64,1.9,4.4,5.5,,2023-24
Doug McDermott,SF,SAS,46,2.1,4.7,6,,2023-24
Doug McDermott,SF,SAS,46,2.1,4.7,6,,2023-24
Doug McDermott,SF,SAS,46,2.1,4.7,6,,2023-24
Doug McDermott,SF,IND,18,1.6,3.8,4.2,,2023-24
Doug McDermott,SF,IND,18,1.6,3.8,4.2,,2023-24
Doug McDermott,SF,IND,18,1.6,3.8,4.2,,2023-24
Dexter Dennis,SG,DAL,4,2.5,4.8,5.5,,2023-24
Gary Payton II,SG,GSW,44,2.3,4.2,5.5,,2023-24
Neemias Queta,C,BOS,28,2.4,3.7,5.5,,2023-24
Ricky Council IV,SG,PHI,32,1.7,3.5,5.4,,2023-24
Kris Dunn,PG,UTA,66,2.2,4.7,5.4,,2023-24
Keon Ellis,SG,SAC,57,1.9,4.1,5.4,,2023-24
Cam Reddish,SF,LAL,48,1.9,4.9,5.4,,2023-24
Matt Ryan,SF,NOP,28,1.8,4,5.4,,2023-24
Matisse Thybulle,SF,POR,65,1.9,4.9,5.4,,2023-24
Sasha Vezenkov,PF,SAC,42,2,4.5,5.4,,2023-24
Dean Wade,PF,CLE,54,1.8,4.3,5.4,,2023-24
Darius Bazley,PF,2TM,9,2,3.3,5.3,,2023-24
Darius Bazley,PF,2TM,9,2,3.3,5.3,,2023-24
Darius Bazley,PF,2TM,9,2,3.3,5.3,,2023-24
Darius Bazley,PF,PHI,3,0,0.3,0,,2023-24
Darius Bazley,PF,PHI,3,0,0.3,0,,2023-24
Darius Bazley,PF,PHI,3,0,0.3,0,,2023-24
Darius Bazley,PF,UTA,6,3,4.8,8,,2023-24
Darius Bazley,PF,UTA,6,3,4.8,8,,2023-24
Darius Bazley,PF,UTA,6,3,4.8,8,,2023-24
Xavier Tillman Sr.,PF,2TM,54,2.2,5.2,5.3,,2023-24
Xavier Tillman Sr.,PF,2TM,54,2.2,5.2,5.3,,2023-24
Xavier Tillman Sr.,PF,2TM,54,2.2,5.2,5.3,,2023-24
Xavier Tillman Sr.,C,MEM,34,2.6,6.3,6,,2023-24
Xavier Tillman Sr.,C,MEM,34,2.6,6.3,6,,2023-24
Xavier Tillman Sr.,C,MEM,34,2.6,6.3,6,,2023-24
Xavier Tillman Sr.,PF,BOS,20,1.7,3.3,4,,2023-24
Xavier Tillman Sr.,PF,BOS,20,1.7,3.3,4,,2023-24
Xavier Tillman Sr.,PF,BOS,20,1.7,3.3,4,,2023-24
Nicolas Batum,PF,2TM,60,1.9,4.3,5.3,,2023-24
Nicolas Batum,PF,2TM,60,1.9,4.3,5.3,,2023-24
Nicolas Batum,PF,2TM,60,1.9,4.3,5.3,,2023-24
Nicolas Batum,PF,LAC,3,1,2.7,2.7,,2023-24
Nicolas Batum,PF,LAC,3,1,2.7,2.7,,2023-24
Nicolas Batum,PF,LAC,3,1,2.7,2.7,,2023-24
Nicolas Batum,PF,PHI,57,2,4.4,5.5,,2023-24
Nicolas Batum,PF,PHI,57,2,4.4,5.5,,2023-24
Nicolas Batum,PF,PHI,57,2,4.4,5.5,,2023-24
Luke Kornet,C,BOS,63,2.3,3.2,5.3,,2023-24
Davion Mitchell,PG,SAC,72,2,4.5,5.3,,2023-24
Mason Plumlee,C,LAC,46,1.9,3.3,5.3,,2023-24
Stanley Umude,SG,DET,24,1.5,3.5,5.3,,2023-24
Aleksej Pokusevski,PF,2TM,28,1.8,4.3,5.2,,2023-24
Aleksej Pokusevski,PF,2TM,28,1.8,4.3,5.2,,2023-24
Aleksej Pokusevski,PF,2TM,28,1.8,4.3,5.2,,2023-24
Aleksej Pokusevski,PF,OKC,10,0.4,1.6,1.2,,2023-24
Aleksej Pokusevski,PF,OKC,10,0.4,1.6,1.2,,2023-24
Aleksej Pokusevski,PF,OKC,10,0.4,1.6,1.2,,2023-24
Aleksej Pokusevski,PF,CHO,18,2.5,5.8,7.4,,2023-24
Aleksej Pokusevski,PF,CHO,18,2.5,5.8,7.4,,2023-24
Aleksej Pokusevski,PF,CHO,18,2.5,5.8,7.4,,2023-24
Bol Bol,PF,PHO,43,2.2,3.5,5.2,,2023-24
Brandon Boston Jr.,SF,LAC,32,2,5,5.2,,2023-24
Jarred Vanderbilt,PF,LAL,29,2,3.9,5.2,,2023-24
Seth Curry,SG,2TM,44,1.8,4.6,5.1,,2023-24
Seth Curry,SG,2TM,44,1.8,4.6,5.1,,2023-24
Seth Curry,SG,2TM,44,1.8,4.6,5.1,,2023-24
Seth Curry,SG,DAL,36,1.5,4,4.3,,2023-24
Seth Curry,SG,DAL,36,1.5,4,4.3,,2023-24
Seth Curry,SG,DAL,36,1.5,4,4.3,,2023-24
Seth Curry,SG,CHO,8,3.3,7.4,9,,2023-24
Seth Curry,SG,CHO,8,3.3,7.4,9,,2023-24
Seth Curry,SG,CHO,8,3.3,7.4,9,,2023-24
Drew Eubanks,C,PHO,75,2,3.4,5.1,,2023-24
Bryce McGowens,SG,CHO,59,1.7,3.9,5.1,,2023-24
Richaun Holmes,C,2TM,40,2.1,3.7,5,,2023-24
Richaun Holmes,C,2TM,40,2.1,3.7,5,,2023-24
Richaun Holmes,C,2TM,40,2.1,3.7,5,,2023-24
Richaun Holmes,C,DAL,23,1.4,2.6,3.4,,2023-24
Richaun Holmes,C,DAL,23,1.4,2.6,3.4,,2023-24
Richaun Holmes,C,DAL,23,1.4,2.6,3.4,,2023-24
Richaun Holmes,PF,WAS,17,2.9,5.2,7.1,,2023-24
Richaun Holmes,PF,WAS,17,2.9,5.2,7.1,,2023-24
Richaun Holmes,PF,WAS,17,2.9,5.2,7.1,,2023-24
Monte Morris,PG,2TM,33,1.9,4.6,5,,2023-24
Monte Morris,PG,2TM,33,1.9,4.6,5,,2023-24
Monte Morris,PG,2TM,33,1.9,4.6,5,,2023-24
Monte Morris,PG,DET,6,2,5.5,4.5,,2023-24
Monte Morris,PG,DET,6,2,5.5,4.5,,2023-24
Monte Morris,PG,DET,6,2,5.5,4.5,,2023-24
Monte Morris,PG,MIN,27,1.9,4.4,5.1,,2023-24
Monte Morris,PG,MIN,27,1.9,4.4,5.1,,2023-24
Monte Morris,PG,MIN,27,1.9,4.4,5.1,,2023-24
Goga Bitadze,C,ORL,62,2,3.4,5,,2023-24
Jevon Carter,PG,CHI,72,1.9,5.1,5,,2023-24
Devonte' Graham,PG,SAS,23,1.7,4.7,5,,2023-24
Isaiah Livers,PF,DET,23,1.7,5,5,,2023-24
Kobi Simmons,PG,TOR,4,2.3,5.3,5,,2023-24
D.J. Wilson,PF,PHI,2,2,3,5,,2023-24
Jalen Wilson,PF,BRK,43,1.8,4.2,5,,2023-24
Jock Landale,C,HOU,56,1.9,3.7,4.9,,2023-24
Garrison Mathews,SG,ATL,66,1.6,3.4,4.9,,2023-24
Jared Rhoden,SG,DET,17,1.9,3.9,4.9,,2023-24
Kobe Bufkin,SG,ATL,17,2,5.4,4.8,,2023-24
DeJon Jarreau,SG,MEM,9,1.9,5.6,4.8,,2023-24
Eugene Omoruyi,SF,WAS,43,1.9,3.9,4.8,,2023-24
Kenrich Williams,PF,OKC,69,1.9,4.1,4.7,,2023-24
Kenneth Lofton Jr.,PF,3TM,21,1.7,3.7,4.6,,2023-24
Kenneth Lofton Jr.,PF,3TM,21,1.7,3.7,4.6,,2023-24
Kenneth Lofton Jr.,PF,3TM,21,1.7,3.7,4.6,,2023-24
Kenneth Lofton Jr.,PF,3TM,21,1.7,3.7,4.6,,2023-24
Kenneth Lofton Jr.,PF,MEM,15,0.9,2.5,2.6,,2023-24
Kenneth Lofton Jr.,PF,MEM,15,0.9,2.5,2.6,,2023-24
Kenneth Lofton Jr.,PF,MEM,15,0.9,2.5,2.6,,2023-24
Kenneth Lofton Jr.,PF,MEM,15,0.9,2.5,2.6,,2023-24
Kenneth Lofton Jr.,PF,PHI,2,0.5,3,1,,2023-24
Kenneth Lofton Jr.,PF,PHI,2,0.5,3,1,,2023-24
Kenneth Lofton Jr.,PF,PHI,2,0.5,3,1,,2023-24
Kenneth Lofton Jr.,PF,PHI,2,0.5,3,1,,2023-24
Kenneth Lofton Jr.,PF,UTA,4,5.3,8.8,13.8,,2023-24
Kenneth Lofton Jr.,PF,UTA,4,5.3,8.8,13.8,,2023-24
Kenneth Lofton Jr.,PF,UTA,4,5.3,8.8,13.8,,2023-24
Kenneth Lofton Jr.,PF,UTA,4,5.3,8.8,13.8,,2023-24
Anthony Black,PG,ORL,69,1.7,3.6,4.6,,2023-24
Josh Okogie,SG,PHO,60,1.4,3.4,4.6,,2023-24
Omer Yurtseven,C,UTA,48,2.1,3.8,4.6,,2023-24
Shake Milton,SG,3TM,48,1.6,4.1,4.5,,2023-24
Shake Milton,SG,3TM,48,1.6,4.1,4.5,,2023-24
Shake Milton,SG,3TM,48,1.6,4.1,4.5,,2023-24
Shake Milton,SG,3TM,48,1.6,4.1,4.5,,2023-24
Shake Milton,SG,MIN,38,1.7,4.2,4.7,,2023-24
Shake Milton,SG,MIN,38,1.7,4.2,4.7,,2023-24
Shake Milton,SG,MIN,38,1.7,4.2,4.7,,2023-24
Shake Milton,SG,MIN,38,1.7,4.2,4.7,,2023-24
Shake Milton,SG,DET,4,2.8,6.5,6.8,,2023-24
Shake Milton,SG,DET,4,2.8,6.5,6.8,,2023-24
Shake Milton,SG,DET,4,2.8,6.5,6.8,,2023-24
Shake Milton,SG,DET,4,2.8,6.5,6.8,,2023-24
Shake Milton,SG,NYK,6,0.7,1.5,1.8,,2023-24
Shake Milton,SG,NYK,6,0.7,1.5,1.8,,2023-24
Shake Milton,SG,NYK,6,0.7,1.5,1.8,,2023-24
Shake Milton,SG,NYK,6,0.7,1.5,1.8,,2023-24
Delon Wright,PG,2TM,47,1.6,4,4.5,,2023-24
Delon Wright,PG,2TM,47,1.6,4,4.5,,2023-24
Delon Wright,PG,2TM,47,1.6,4,4.5,,2023-24
Delon Wright,PG,WAS,33,1.5,3.7,4.1,,2023-24
Delon Wright,PG,WAS,33,1.5,3.7,4.1,,2023-24
Delon Wright,PG,WAS,33,1.5,3.7,4.1,,2023-24
Delon Wright,PG,MIA,14,1.9,4.7,5.4,,2023-24
Delon Wright,PG,MIA,14,1.9,4.7,5.4,,2023-24
